dataset,row,beg,end
val,31296,7752,16144
val,31304,7752,16144
val,31312,7752,16152
val,31320,7760,16152
val,31328,7760,16152
val,31336,7760,16160
val,31344,7760,16160
val,31352,7760,16160
val,31360,7768,16168
val,31368,7768,16168
val,31376,7768,16168
val,31384,7768,16176
val,31392,7768,16176
val,31400,7776,16176
val,31408,7776,16184
val,31416,7776,16184
val,31424,7776,16184
val,31432,7776,16192
val,31440,7784,16192
val,31448,7784,16192
val,31456,7784,16200
val,31464,7784,16200
val,31472,7784,16200
val,31480,7792,16208
val,31488,7792,16208
val,31496,7792,16216
val,31504,7792,16216
val,31512,7792,16216
val,31520,7800,16224
val,31528,7800,16224
val,31536,7800,16224
val,31544,7800,16232
val,31552,7800,16232
val,31560,7808,16232
val,31568,7808,16240
val,31576,7808,16240
val,31584,7808,16240
val,31592,7808,16248
val,31600,7816,16248
val,31608,7816,16248
val,31616,7816,16256
val,31624,7816,16256
val,31632,7816,16256
val,31640,7824,16264
val,31648,7824,16264
val,31656,7824,16264
val,31664,7824,16272
val,31672,7824,16272
val,31680,7832,16272
val,31688,7832,16280
val,31696,7832,16280
val,31704,7840,16280
val,31712,7840,16288
val,31720,7840,16288
val,31728,7848,16288
val,31736,7848,16296
val,32768,8192,16648
val,32776,8192,16648
val,32784,8200,16656
val,32792,8200,16656
val,32800,8200,16656
val,32808,8208,16664
val,32816,8208,16664
val,32824,8208,16664
val,32832,8216,16672
val,32840,8216,16672
val,32848,8216,16672
val,32856,8224,16680
val,32864,8224,16680
val,32872,8224,16680
val,32880,8232,16688
val,32888,8232,16688
val,32896,8232,16688
val,32904,8240,16696
val,32912,8240,16696
val,32920,8240,16696
val,32928,8248,16704
val,32936,8248,16704
val,32944,8248,16704
val,32952,8256,16712
val,32960,8256,16712
val,32968,8256,16712
val,32976,8264,16720
val,32984,8264,16720
val,32992,8264,16720
val,33000,8272,16728
val,33008,8272,16728
val,33016,8272,16728
val,33024,8280,16736
val,33032,8280,16736
val,33040,8280,16736
val,33048,8288,16744
val,33056,8288,16744
val,33064,8288,16744
val,33072,8296,16752
val,33080,8296,16752
val,33088,8296,16752
val,33096,8304,16760
val,33104,8304,16760
val,33112,8304,16768
val,33120,8312,16768
val,33128,8312,16768
val,33136,8312,16776
val,33144,8320,16776
val,33152,8320,16776
val,33160,8320,16784
val,33168,8328,16784
val,33176,8328,16784
val,33184,8328,16792
val,33192,8336,16792
val,33200,8336,16792
val,33208,8336,16800
val,33216,8344,16800
val,33224,8344,16800
val,33232,8344,16808
val,33240,8352,16808
val,33248,8352,16808
val,33256,8352,16816
val,33264,8360,16816
val,33272,8360,16816
val,35840,9216,17680
val,35848,9216,17688
val,35856,9224,17688
val,35864,9224,17688
val,35872,9224,17688
val,35880,9232,17696
val,35888,9232,17696
val,35896,9232,17696
val,35904,9240,17696
val,35912,9240,17704
val,35920,9240,17704
val,35928,9248,17704
val,35936,9248,17704
val,35944,9248,17704
val,35952,9256,17712
val,35960,9256,17712
val,35968,9256,17712
val,35976,9264,17712
val,35984,9264,17720
val,35992,9264,17720
val,36000,9272,17720
val,36008,9272,17720
val,36016,9272,17728
val,36024,9280,17728
val,36032,9280,17728
val,36040,9280,17728
val,36048,9288,17728
val,36056,9288,17736
val,36064,9288,17736
val,36072,9296,17736
val,36080,9296,17736
val,36088,9296,17744
val,36096,9304,17744
val,36104,9304,17744
val,36112,9304,17744
val,36120,9312,17752
val,36128,9312,17752
val,36136,9312,17752
val,36144,9320,17752
val,36152,9320,17752
val,36160,9320,17760
val,36168,9328,17760
val,36176,9328,17760
val,36184,9328,17760
val,36192,9336,17768
val,36200,9336,17768
val,36208,9336,17768
val,36216,9344,17768
val,36224,9344,17776
val,36232,9344,17776
val,36240,9352,17776
val,36248,9352,17776
val,36256,9352,17776
val,36264,9360,17784
val,36272,9360,17784
val,36280,9360,17784
val,36288,9368,17784
val,36296,9368,17792
val,36304,9368,17792
val,36312,9376,17792
val,36320,9376,17792
val,36328,9376,17800
val,36336,9384,17800
val,36344,9384,17800
val,40960,10920,18912
val,40968,10928,18920
val,40976,10928,18920
val,40984,10928,18920
val,40992,10936,18920
val,41000,10936,18928
val,41008,10936,18928
val,41016,10944,18928
val,41024,10944,18928
val,41032,10944,18936
val,41040,10952,18936
val,41048,10952,18936
val,41056,10952,18936
val,41064,10960,18944
val,41072,10960,18944
val,41080,10960,18944
val,41088,10968,18944
val,41096,10968,18944
val,41104,10968,18952
val,41112,10976,18952
val,41120,10976,18952
val,41128,10976,18952
val,41136,10984,18960
val,41144,10984,18960
val,41152,10984,18960
val,41160,10992,18960
val,41168,10992,18960
val,41176,10992,18960
val,41184,11000,18960
val,41192,11000,18960
val,41200,11000,18960
val,41208,11008,18960
val,41216,11008,18960
val,41224,11008,18960
val,41232,11016,18960
val,41240,11016,18960
val,41248,11016,18960
val,41256,11024,18960
val,41264,11024,18960
val,41272,11024,18960
val,41280,11032,18960
val,41288,11032,18960
val,41296,11032,18960
val,41304,11040,18960
val,41312,11040,18960
val,41320,11040,18960
val,41328,11048,18960
val,41336,11048,18960
val,41344,11048,18960
val,41352,11056,18960
val,41360,11056,18960
val,41368,11056,18960
val,41376,11064,18960
val,41384,11064,18960
val,41392,11064,18960
val,41400,11072,18960
val,41408,11072,18960
val,41416,11072,18960
val,41424,11080,18960
val,41432,11080,18960
val,41440,11080,18960
val,41448,11088,18960
val,41456,11088,18960
val,41464,11088,18960
test,1024,1208,3760
test,1032,1200,3768
test,1040,1200,3776
test,1048,1192,3776
test,1056,1192,3784
test,1064,1192,3784
test,1072,1184,3792
test,1080,1184,3792
test,1088,1176,3800
test,1096,1176,3808
test,1104,1168,3808
test,1112,1168,3816
test,1120,1168,3816
test,1128,1160,3824
test,1136,1160,3824
test,1144,1152,3832
test,1152,1152,3832
test,1160,1144,3840
test,1168,1144,3848
test,1176,1144,3848
test,1184,1136,3856
test,1192,1136,3856
test,1200,1128,3864
test,1208,1128,3864
test,1216,1120,3872
test,1224,1120,3872
test,1232,1120,3880
test,1240,1112,3888
test,1248,1112,3888
test,1256,1104,3896
test,1264,1104,3896
test,1272,1096,3904
test,1280,1096,3904
test,1288,1096,3912
test,1296,1088,3920
test,1304,1088,3920
test,1312,1080,3928
test,1320,1080,3928
test,1328,1072,3936
test,1336,1072,3936
test,1344,1072,3944
test,1352,1064,3944
test,1360,1064,3952
test,1368,1056,3960
test,1376,1056,3960
test,1384,1048,3968
test,1392,1048,3968
test,1400,1048,3976
test,1408,1040,3976
test,1416,1040,3984
test,1424,1032,3992
test,1432,1032,3992
test,1440,1024,4000
test,1448,1024,4000
test,1456,1024,4008
test,1464,1016,4008
test,1472,1016,4016
test,1480,1008,4016
test,1488,1008,4024
test,1496,1000,4032
test,1504,1000,4032
test,1512,1000,4040
test,1520,992,4040
test,1528,992,4048
test,4096,0,5392
test,4104,0,5392
test,4112,0,5400
test,4120,0,5400
test,4128,0,5408
test,4136,0,5408
test,4144,0,5408
test,4152,0,5416
test,4160,0,5416
test,4168,0,5416
test,4176,0,5424
test,4184,0,5424
test,4192,0,5432
test,4200,0,5432
test,4208,0,5432
test,4216,0,5440
test,4224,0,5440
test,4232,0,5448
test,4240,0,5448
test,4248,0,5448
test,4256,0,5456
test,4264,0,5456
test,4272,0,5456
test,4280,0,5464
test,4288,0,5464
test,4296,0,5464
test,4304,0,5464
test,4312,0,5464
test,4320,0,5464
test,4328,0,5464
test,4336,0,5464
test,4344,0,5464
test,4352,0,5464
test,4360,0,5464
test,4368,0,5464
test,4376,0,5464
test,4384,0,5464
test,4392,0,5464
test,4400,0,5464
test,4408,0,5464
test,4416,0,5464
test,4424,0,5464
test,4432,0,5464
test,4440,0,5464
test,4448,0,5464
test,4456,0,5464
test,4464,0,5464
test,4472,0,5464
test,4480,0,5464
test,4488,0,5464
test,4496,0,5464
test,4504,0,5464
test,4512,0,5464
test,4520,0,5464
test,4528,0,5464
test,4536,0,5464
test,4544,0,5464
test,4552,0,5464
test,4560,0,5464
test,4568,0,5464
test,4576,0,5464
test,4584,0,5464
test,4592,0,5464
test,4600,0,5464
test,5632,0,5880
test,5640,0,5880
test,5648,0,5880
test,5656,0,5888
test,5664,0,5888
test,5672,0,5896
test,5680,0,5896
test,5688,0,5904
test,5696,0,5904
test,5704,0,5912
test,5712,0,5912
test,5720,0,5920
test,5728,0,5920
test,5736,0,5928
test,5744,0,5928
test,5752,0,5936
test,5760,0,5936
test,5768,0,5944
test,5776,0,5944
test,5784,0,5952
test,5792,0,5952
test,5800,0,5960
test,5808,0,5960
test,5816,0,5968
test,5824,0,5968
test,5832,0,5968
test,5840,0,5976
test,5848,0,5976
test,5856,0,5984
test,5864,0,5984
test,5872,0,5992
test,5880,0,5992
test,5888,0,6000
test,5896,0,6000
test,5904,0,6008
test,5912,0,6008
test,5920,0,6016
test,5928,0,6016
test,5936,0,6024
test,5944,0,6024
test,5952,0,6032
test,5960,0,6032
test,5968,0,6040
test,5976,0,6040
test,5984,0,6048
test,5992,0,6048
test,6000,0,6048
test,6008,0,6056
test,6016,0,6056
test,6024,0,6064
test,6032,0,6064
test,6040,0,6072
test,6048,0,6072
test,6056,0,6080
test,6064,0,6080
test,6072,0,6088
test,6080,0,6088
test,6088,0,6096
test,6096,0,6096
test,6104,0,6104
test,6112,0,6104
test,6120,0,6112
test,6128,0,6112
test,6136,0,6120
test,6144,0,6120
test,6152,0,6128
test,6160,0,6128
test,6168,0,6128
test,6176,0,6136
test,6184,0,6136
test,6192,0,6144
test,6200,0,6144
test,6208,0,6152
test,6216,0,6152
test,6224,0,6160
test,6232,0,6160
test,6240,0,6168
test,6248,0,6168
test,6256,0,6176
test,6264,0,6176
test,6272,0,6184
test,6280,0,6184
test,6288,0,6192
test,6296,0,6192
test,6304,0,6200
test,6312,0,6200
test,6320,0,6208
test,6328,0,6208
test,6336,0,6208
test,6344,0,6216
test,6352,0,6216
test,6360,0,6224
test,6368,0,6224
test,6376,0,6232
test,6384,0,6232
test,6392,0,6240
test,6400,0,6240
test,6408,0,6248
test,6416,0,6248
test,6424,0,6256
test,6432,0,6256
test,6440,0,6264
test,6448,0,6264
test,6456,0,6272
test,6464,0,6272
test,6472,0,6280
test,6480,0,6280
test,6488,0,6288
test,6496,0,6288
test,6504,0,6288
test,6512,0,6296
test,6520,0,6296
test,6528,0,6304
test,6536,0,6304
test,6544,0,6312
test,6552,0,6312
test,6560,0,6320
test,6568,0,6320
test,6576,0,6328
test,6584,0,6328
test,6592,0,6336
test,6600,0,6336
test,6608,0,6344
test,6616,0,6344
test,6624,0,6352
test,6632,0,6352
test,6640,0,6360
test,6648,0,6360
test,7680,0,6856
test,7688,0,6856
test,7696,0,6856
test,7704,0,6864
test,7712,0,6864
test,7720,0,6872
test,7728,0,6872
test,7736,0,6880
test,7744,0,6880
test,7752,0,6888
test,7760,0,6888
test,7768,0,6896
test,7776,0,6896
test,7784,0,6904
test,7792,0,6904
test,7800,0,6912
test,7808,0,6912
test,7816,0,6920
test,7824,0,6920
test,7832,0,6928
test,7840,0,6928
test,7848,0,6936
test,7856,0,6936
test,7864,0,6936
test,7872,0,6944
test,7880,0,6944
test,7888,0,6952
test,7896,0,6952
test,7904,0,6960
test,7912,0,6960
test,7920,0,6968
test,7928,0,6968
test,7936,0,6976
test,7944,0,6976
test,7952,0,6984
test,7960,0,6984
test,7968,0,6992
test,7976,0,6992
test,7984,0,7000
test,7992,0,7000
test,8000,0,7008
test,8008,0,7008
test,8016,0,7016
test,8024,0,7016
test,8032,0,7024
test,8040,0,7024
test,8048,0,7024
test,8056,0,7032
test,8064,0,7032
test,8072,0,7040
test,8080,0,7040
test,8088,0,7048
test,8096,0,7048
test,8104,0,7056
test,8112,0,7056
test,8120,0,7064
test,8128,0,7064
test,8136,0,7072
test,8144,0,7072
test,8152,0,7080
test,8160,0,7080
test,8168,0,7088
test,8176,0,7088
test,8184,0,7096
test,10240,312,8072
test,10248,312,8080
test,10256,320,8080
test,10264,320,8080
test,10272,320,8088
test,10280,328,8088
test,10288,328,8096
test,10296,336,8096
test,10304,336,8104
test,10312,344,8104
test,10320,344,8112
test,10328,344,8112
test,10336,352,8120
test,10344,352,8120
test,10352,360,8128
test,10360,360,8128
test,10368,368,8136
test,10376,368,8136
test,10384,368,8144
test,10392,376,8144
test,10400,376,8152
test,10408,384,8152
test,10416,384,8160
test,10424,392,8160
test,10432,392,8160
test,10440,392,8168
test,10448,400,8168
test,10456,400,8176
test,10464,408,8176
test,10472,408,8184
test,10480,416,8184
test,10488,416,8192
test,10496,416,8192
test,10504,424,8200
test,10512,424,8200
test,10520,432,8208
test,10528,432,8208
test,10536,440,8216
test,10544,440,8216
test,10552,440,8224
test,10560,448,8224
test,10568,448,8232
test,10576,456,8232
test,10584,456,8240
test,10592,464,8240
test,10600,464,8240
test,10608,464,8248
test,10616,472,8248
test,10624,472,8256
test,10632,480,8256
test,10640,480,8264
test,10648,488,8264
test,10656,488,8272
test,10664,488,8272
test,10672,496,8280
test,10680,496,8280
test,10688,504,8288
test,10696,504,8288
test,10704,512,8296
test,10712,512,8296
test,10720,512,8304
test,10728,520,8304
test,10736,520,8312
test,10744,528,8312
test,13824,1848,9784
test,13832,1848,9784
test,13840,1856,9784
test,13848,1856,9792
test,13856,1856,9792
test,13864,1864,9800
test,13872,1864,9800
test,13880,1872,9808
test,13888,1872,9808
test,13896,1880,9816
test,13904,1880,9816
test,13912,1880,9824
test,13920,1888,9824
test,13928,1888,9832
test,13936,1896,9832
test,13944,1896,9840
test,13952,1904,9840
test,13960,1904,9848
test,13968,1904,9848
test,13976,1912,9856
test,13984,1912,9856
test,13992,1920,9864
test,14000,1920,9864
test,14008,1928,9864
test,14016,1928,9872
test,14024,1928,9872
test,14032,1936,9880
test,14040,1936,9880
test,14048,1944,9888
test,14056,1944,9888
test,14064,1952,9896
test,14072,1952,9896
test,14080,1952,9904
test,14088,1960,9904
test,14096,1960,9912
test,14104,1968,9912
test,14112,1968,9920
test,14120,1976,9920
test,14128,1976,9928
test,14136,1976,9928
test,14144,1984,9936
test,14152,1984,9936
test,14160,1992,9944
test,14168,1992,9944
test,14176,2000,9944
test,14184,2000,9952
test,14192,2000,9952
test,14200,2008,9960
test,14208,2008,9960
test,14216,2016,9968
test,14224,2016,9968
test,14232,2024,9976
test,14240,2024,9976
test,14248,2024,9984
test,14256,2032,9984
test,14264,2032,9992
test,14272,2040,9992
test,14280,2040,10000
test,14288,2048,10000
test,14296,2048,10008
test,14304,2048,10008
test,14312,2056,10016
test,14320,2056,10016
test,14328,2064,10024
test,17408,3384,11480
test,17416,3384,11488
test,17424,3392,11488
test,17432,3392,11496
test,17440,3392,11496
test,17448,3400,11496
test,17456,3400,11504
test,17464,3408,11504
test,17472,3408,11512
test,17480,3416,11512
test,17488,3416,11520
test,17496,3416,11520
test,17504,3424,11528
test,17512,3424,11528
test,17520,3432,11536
test,17528,3432,11536
test,17536,3440,11536
test,17544,3440,11544
test,17552,3440,11544
test,17560,3448,11552
test,17568,3448,11552
test,17576,3456,11560
test,17584,3456,11560
test,17592,3464,11568
test,17600,3464,11568
test,17608,3464,11576
test,17616,3472,11576
test,17624,3472,11576
test,17632,3480,11584
test,17640,3480,11584
test,17648,3488,11592
test,17656,3488,11592
test,17664,3488,11600
test,17672,3496,11600
test,17680,3496,11608
test,17688,3504,11608
test,17696,3504,11616
test,17704,3512,11616
test,17712,3512,11616
test,17720,3512,11624
test,17728,3520,11624
test,17736,3520,11632
test,17744,3528,11632
test,17752,3528,11640
test,17760,3536,11640
test,17768,3536,11648
test,17776,3536,11648
test,17784,3544,11648
test,17792,3544,11656
test,17800,3552,11656
test,17808,3552,11664
test,17816,3560,11664
test,17824,3560,11672
test,17832,3560,11672
test,17840,3568,11680
test,17848,3568,11680
test,17856,3576,11688
test,17864,3576,11688
test,17872,3584,11688
test,17880,3584,11696
test,17888,3584,11696
test,17896,3592,11704
test,17904,3592,11704
test,17912,3600,11712
test,19968,4480,12432
test,19976,4480,12432
test,19984,4488,12440
test,19992,4488,12440
test,20000,4496,12440
test,20008,4496,12440
test,20016,4504,12448
test,20024,4504,12448
test,20032,4512,12448
test,20040,4512,12456
test,20048,4520,12456
test,20056,4520,12456
test,20064,4528,12456
test,20072,4528,12464
test,20080,4536,12464
test,20088,4536,12464
test,20096,4544,12472
test,20104,4544,12472
test,20112,4552,12472
test,20120,4552,12480
test,20128,4560,12480
test,20136,4560,12480
test,20144,4568,12480
test,20152,4568,12488
test,20160,4576,12488
test,20168,4576,12488
test,20176,4584,12496
test,20184,4584,12496
test,20192,4592,12496
test,20200,4592,12496
test,20208,4600,12504
test,20216,4608,12504
test,20224,4608,12504
test,20232,4616,12512
test,20240,4616,12512
test,20248,4624,12512
test,20256,4624,12520
test,20264,4632,12520
test,20272,4632,12520
test,20280,4640,12520
test,20288,4640,12528
test,20296,4648,12528
test,20304,4648,12528
test,20312,4656,12536
test,20320,4656,12536
test,20328,4664,12536
test,20336,4664,12536
test,20344,4672,12544
test,20352,4672,12544
test,20360,4680,12544
test,20368,4680,12552
test,20376,4688,12552
test,20384,4688,12552
test,20392,4696,12560
test,20400,4696,12560
test,20408,4704,12560
test,20416,4704,12560
test,20424,4712,12568
test,20432,4712,12568
test,20440,4720,12568
test,20448,4720,12576
test,20456,4728,12576
test,20464,4728,12576
test,20472,4736,12576
test,20480,4744,12584
test,20488,4744,12584
test,20496,4752,12584
test,20504,4752,12592
test,20512,4760,12592
test,20520,4760,12592
test,20528,4768,12592
test,20536,4768,12600
test,20544,4776,12600
test,20552,4776,12600
test,20560,4784,12608
test,20568,4784,12608
test,20576,4792,12608
test,20584,4792,12616
test,20592,4800,12616
test,20600,4800,12616
test,20608,4808,12616
test,20616,4808,12624
test,20624,4816,12624
test,20632,4816,12624
test,20640,4824,12632
test,20648,4824,12632
test,20656,4832,12632
test,20664,4832,12632
test,20672,4840,12640
test,20680,4840,12640
test,20688,4848,12640
test,20696,4848,12648
test,20704,4856,12648
test,20712,4856,12648
test,20720,4864,12656
test,20728,4864,12656
test,20736,4872,12656
test,20744,4880,12656
test,20752,4880,12664
test,20760,4888,12664
test,20768,4888,12664
test,20776,4896,12672
test,20784,4896,12672
test,20792,4904,12672
test,20800,4904,12672
test,20808,4912,12680
test,20816,4912,12680
test,20824,4920,12680
test,20832,4920,12688
test,20840,4928,12688
test,20848,4928,12688
test,20856,4936,12696
test,20864,4936,12696
test,20872,4944,12696
test,20880,4944,12696
test,20888,4952,12704
test,20896,4952,12704
test,20904,4960,12704
test,20912,4960,12712
test,20920,4968,12712
test,20928,4968,12712
test,20936,4976,12712
test,20944,4976,12720
test,20952,4984,12720
test,20960,4984,12720
test,20968,4992,12728
test,20976,4992,12728
test,20984,5000,12728
test,23552,6200,13496
test,23560,6208,13504
test,23568,6208,13504
test,23576,6208,13504
test,23584,6208,13512
test,23592,6208,13512
test,23600,6216,13512
test,23608,6216,13520
test,23616,6216,13520
test,23624,6216,13520
test,23632,6216,13528
test,23640,6224,13528
test,23648,6224,13528
test,23656,6224,13536
test,23664,6224,13536
test,23672,6224,13536
test,23680,6232,13544
test,23688,6232,13544
test,23696,6232,13544
test,23704,6232,13552
test,23712,6232,13552
test,23720,6240,13552
test,23728,6240,13560
test,23736,6240,13560
test,23744,6240,13560
test,23752,6240,13568
test,23760,6248,13568
test,23768,6248,13576
test,23776,6248,13576
test,23784,6248,13576
test,23792,6248,13584
test,23800,6256,13584
test,23808,6256,13584
test,23816,6256,13592
test,23824,6256,13592
test,23832,6256,13592
test,23840,6264,13600
test,23848,6264,13600
test,23856,6264,13600
test,23864,6264,13608
test,23872,6264,13608
test,23880,6272,13608
test,23888,6272,13616
test,23896,6272,13616
test,23904,6272,13616
test,23912,6272,13624
test,23920,6280,13624
test,23928,6280,13624
test,23936,6280,13632
test,23944,6280,13632
test,23952,6280,13632
test,23960,6288,13640
test,23968,6288,13640
test,23976,6288,13640
test,23984,6288,13648
test,23992,6288,13648
test,24000,6296,13648
test,24008,6296,13656
test,24016,6296,13656
test,24024,6296,13656
test,24032,6296,13664
test,24040,6304,13664
test,24048,6304,13664
test,24056,6304,13672
test,26112,6712,14376
test,26120,6720,14376
test,26128,6720,14376
test,26136,6720,14384
test,26144,6720,14384
test,26152,6720,14384
test,26160,6728,14392
test,26168,6728,14392
test,26176,6728,14392
test,26184,6728,14400
test,26192,6728,14400
test,26200,6736,14400
test,26208,6736,14408
test,26216,6736,14408
test,26224,6736,14408
test,26232,6736,14416
test,26240,6744,14416
test,26248,6744,14416
test,26256,6744,14424
test,26264,6744,14424
test,26272,6744,14424
test,26280,6752,14432
test,26288,6752,14432
test,26296,6752,14432
test,26304,6752,14440
test,26312,6752,14440
test,26320,6760,14440
test,26328,6760,14448
test,26336,6760,14448
test,26344,6760,14456
test,26352,6760,14456
test,26360,6768,14456
test,26368,6768,14464
test,26376,6768,14464
test,26384,6768,14464
test,26392,6768,14472
test,26400,6776,14472
test,26408,6776,14472
test,26416,6776,14480
test,26424,6776,14480
test,26432,6776,14480
test,26440,6784,14488
test,26448,6784,14488
test,26456,6784,14488
test,26464,6784,14496
test,26472,6784,14496
test,26480,6792,14496
test,26488,6792,14504
test,26496,6792,14504
test,26504,6792,14504
test,26512,6792,14512
test,26520,6800,14512
test,26528,6800,14512
test,26536,6800,14520
test,26544,6800,14520
test,26552,6800,14520
test,26560,6808,14528
test,26568,6808,14528
test,26576,6808,14528
test,26584,6808,14536
test,26592,6808,14536
test,26600,6816,14536
test,26608,6816,14544
test,26616,6816,14544
test,28672,7224,15248
test,28680,7232,15248
test,28688,7232,15256
test,28696,7232,15256
test,28704,7232,15256
test,28712,7232,15264
test,28720,7240,15264
test,28728,7240,15264
test,28736,7240,15272
test,28744,7240,15272
test,28752,7240,15272
test,28760,7248,15280
test,28768,7248,15280
test,28776,7248,15280
test,28784,7248,15288
test,28792,7248,15288
test,28800,7256,15288
test,28808,7256,15296
test,28816,7256,15296
test,28824,7256,15296
test,28832,7256,15304
test,28840,7264,15304
test,28848,7264,15304
test,28856,7264,15312
test,28864,7264,15312
test,28872,7264,15312
test,28880,7272,15320
test,28888,7272,15320
test,28896,7272,15320
test,28904,7272,15328
test,28912,7272,15328
test,28920,7280,15336
test,28928,7280,15336
test,28936,7280,15336
test,28944,7280,15344
test,28952,7280,15344
test,28960,7288,15344
test,28968,7288,15352
test,28976,7288,15352
test,28984,7288,15352
test,28992,7288,15360
test,29000,7296,15360
test,29008,7296,15360
test,29016,7296,15368
test,29024,7296,15368
test,29032,7296,15368
test,29040,7304,15376
test,29048,7304,15376
test,29056,7304,15376
test,29064,7304,15384
test,29072,7304,15384
test,29080,7312,15384
test,29088,7312,15392
test,29096,7312,15392
test,29104,7312,15392
test,29112,7312,15400
test,29120,7320,15400
test,29128,7320,15400
test,29136,7320,15408
test,29144,7320,15408
test,29152,7320,15408
test,29160,7328,15416
test,29168,7328,15416
test,29176,7328,15416
test,36352,9384,17800
test,36360,9392,17800
test,36368,9392,17808
test,36376,9392,17808
test,36384,9400,17808
test,36392,9400,17808
test,36400,9400,17816
test,36408,9408,17816
test,36416,9408,17816
test,36424,9408,17816
test,36432,9416,17824
test,36440,9416,17824
test,36448,9416,17824
test,36456,9424,17824
test,36464,9424,17832
test,36472,9424,17832
test,36480,9432,17832
test,36488,9432,17832
test,36496,9432,17832
test,36504,9440,17840
test,36512,9440,17840
test,36520,9440,17840
test,36528,9448,17840
test,36536,9448,17848
test,36544,9448,17848
test,36552,9456,17848
test,36560,9456,17848
test,36568,9456,17856
test,36576,9464,17856
test,36584,9464,17856
test,36592,9464,17856
test,36600,9472,17856
test,36608,9472,17864
test,36616,9472,17864
test,36624,9480,17864
test,36632,9480,17864
test,36640,9480,17872
test,36648,9488,17872
test,36656,9488,17872
test,36664,9488,17872
test,36672,9496,17880
test,36680,9496,17880
test,36688,9496,17880
test,36696,9504,17880
test,36704,9504,17880
test,36712,9504,17888
test,36720,9512,17888
test,36728,9512,17888
test,36736,9512,17888
test,36744,9520,17896
test,36752,9520,17896
test,36760,9520,17896
test,36768,9528,17896
test,36776,9528,17904
test,36784,9528,17904
test,36792,9536,17904
test,36800,9536,17904
test,36808,9536,17904
test,36816,9544,17912
test,36824,9544,17912
test,36832,9544,17912
test,36840,9552,17912
test,36848,9552,17920
test,36856,9552,17920
test,36864,9560,17920
test,36872,9560,17920
test,36880,9560,17928
test,36888,9568,17928
test,36896,9568,17928
test,36904,9568,17928
test,36912,9576,17928
test,36920,9576,17936
test,36928,9576,17936
test,36936,9584,17936
test,36944,9584,17936
test,36952,9584,17944
test,36960,9592,17944
test,36968,9592,17944
test,36976,9592,17944
test,36984,9600,17952
test,36992,9600,17952
test,37000,9600,17952
test,37008,9608,17952
test,37016,9608,17952
test,37024,9608,17960
test,37032,9616,17960
test,37040,9616,17960
test,37048,9616,17960
test,37056,9624,17968
test,37064,9624,17968
test,37072,9624,17968
test,37080,9632,17968
test,37088,9632,17976
test,37096,9632,17976
test,37104,9640,17976
test,37112,9640,17976
test,37120,9640,17976
test,37128,9648,17984
test,37136,9648,17984
test,37144,9648,17984
test,37152,9656,17984
test,37160,9656,17992
test,37168,9656,17992
test,37176,9664,17992
test,37184,9664,17992
test,37192,9664,17992
test,37200,9672,18000
test,37208,9672,18000
test,37216,9672,18000
test,37224,9680,18000
test,37232,9680,18008
test,37240,9680,18008
test,37248,9688,18008
test,37256,9688,18008
test,37264,9688,18008
test,37272,9696,18016
test,37280,9696,18016
test,37288,9696,18016
test,37296,9704,18016
test,37304,9704,18024
test,37312,9704,18024
test,37320,9712,18024
test,37328,9712,18024
test,37336,9712,18024
test,37344,9720,18032
test,37352,9720,18032
test,37360,9720,18032
test,37368,9728,18032
test,39424,10408,18544
test,39432,10416,18544
test,39440,10416,18544
test,39448,10416,18552
test,39456,10424,18552
test,39464,10424,18552
test,39472,10424,18552
test,39480,10432,18560
test,39488,10432,18560
test,39496,10432,18560
test,39504,10440,18560
test,39512,10440,18568
test,39520,10440,18568
test,39528,10448,18568
test,39536,10448,18568
test,39544,10448,18576
test,39552,10456,18576
test,39560,10456,18576
test,39568,10456,18576
test,39576,10464,18584
test,39584,10464,18584
test,39592,10464,18584
test,39600,10472,18584
test,39608,10472,18592
test,39616,10472,18592
test,39624,10480,18592
test,39632,10480,18592
test,39640,10480,18600
test,39648,10488,18600
test,39656,10488,18600
test,39664,10488,18600
test,39672,10496,18600
test,39680,10496,18608
test,39688,10496,18608
test,39696,10504,18608
test,39704,10504,18608
test,39712,10504,18616
test,39720,10512,18616
test,39728,10512,18616
test,39736,10512,18616
test,39744,10520,18624
test,39752,10520,18624
test,39760,10520,18624
test,39768,10528,18624
test,39776,10528,18632
test,39784,10528,18632
test,39792,10536,18632
test,39800,10536,18632
test,39808,10536,18640
test,39816,10544,18640
test,39824,10544,18640
test,39832,10544,18640
test,39840,10552,18648
test,39848,10552,18648
test,39856,10552,18648
test,39864,10560,18648
test,39872,10560,18656
test,39880,10560,18656
test,39888,10568,18656
test,39896,10568,18656
test,39904,10568,18664
test,39912,10576,18664
test,39920,10576,18664
test,39928,10576,18664
